src_mac,dest_mac,eth_proto,src_ip,dst_ip,protocol,src_port,dst_port,packet
,,17,,,17,53128,53,b'\x86 \x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x06assets\x06alicdn\x03com\x00\x00\x01\x00\x01'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,23.33.245.71,10.0.2.4,6, , , 
,,6,443,43512,6,,,b'\x00\x00\x00\x00\x00\x00'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,23.33.245.71,10.0.2.4,6, , , 
,,6,443,43512,6,,,"b'\x17\x03\x03\x04\xcaN\xd0\xba\x08bL\x16\xfa\xdfkDj\x1c\xffn\xb3\xea\x11\xa7\xc6\x9b\xe2G\x14\x82\xba\xe5f\xc1/o\t\xff\x93\xc0\x93\xac\x1f!\xe7\x91e\xab\x820\xca\xcf\xc7\xd3\xd0\xb5\x8e9P\xf2\x99\x19(m\xbd\xcb\xad|\x89\xee\xf8\xeb\xbd>\x01 \x12\x1d\x9d\xfd;_\xc5>\x0b\xd0C Tm\xf3f%\xa5\x1c\x96\xfe\xdc\xb2\xf9\xfex\x90c3\x85\xd5\x996\xd23\xc9\x08\xf8i""\xb8\xe8$\xear\xa2\xd1i\xa5?\xe4\x06>\xa1q\xaaH\x86(\xb7\xca\xabJ\xc3\xccA8\xafiF\xed\x1b\xe5%\x8d\'Bk\xe4\xc5\xb9\x05\xe8\xbf\xae\xa3WL\'eQ\x90\x86\xcc\x04\xd1\xdec\xfe\t\xcdc\xbd\x8a\x00<\xe8\xc2\xffb4\xcd\xe6\x14N\x86\xe1%\xc2\x99Q5\xd5\xb6$/\x90)k\xa37\xf9-6\xd2\xf1\x85\x10~\x06\xa8\x01\x01\xed\x18\xc2@\x05&H\xac\x99\x0b\rO\x00\x88\xba|?1\xa3\x13\t\xad\x9f\xb67\xe4\x8e-o-H\xab\xcc\x00\x8f\x87\x04\x9b\x8d\xc2_\xab\xf7\x10\x10\xd6ir\xb0\xfbA\x83\xc7\xaf\x84\x10\xe0|\xa1\xc1+\xd3]/45ya*\x97S\x88\xa4\x86 m+\xfd\xc2\x97\xf6\x11\tR\x19\x865$\x13\xc1G\xd9\x1f\xc2\x01{<3\xa5\x84\xc0\xa6i\xbf\xd9\xa6i\xbe\xc6\x11\x8e\x17j\xe2\xe6\t\xc9\xa0Z\xe5\xa6\xdf\x04\xfdZ\xa0\xea\xc7\xd0H39[\x1d\xb6\x9e\x94;\x86\x7f\ty\xb7z\xd1\xa6\x94\x07$!(\xadB\xfc#\x86t\xa2\xc6\xa2c\xf1\x0fT\t\x85=B\xd0\xa0\xab\x923v\xac\x15[\x1bP\xb4\x01*\t\x94b\xbad\xad6%\xdd\x04Z\xb6\xcdJ\xb43\x81\xe5T\xc6\xf7\x87\xa0\xdb\x84\xbfc\x1bN r\x9a\x9c\xf5\xc9\x14\\\xa9\xedez\x15s\xbe\xf5.\xba\x84:o\x04\xb3\x13\x94\xbc=r\xc7:`%\xc8\xdc6\xe9\xd0\xefSg2 \x94%\xads\x0fM\x86\xae\xcc\xf8\xf6)\xfa\xbd\xf3\xcf#4Q\xc1d\x1d\xbc\x81\x05\xa4\x1a^\x89\x05\\\x06\xab&\x15\xaf\xa4\x7f\xd2\xdb\xedT\x85U\xae\x08\x1a\xa6\x96\x96 A\x0bU\x1d\xc6!\xfd1\xc7\xa4u\xe2\x8f\xde\xceK\'\xa8L\xc5\\\xddy\xcd\x93\xf6\x1e\x8d\xd5k\x8by7\x0f\xab\x8c#\xc1%\x07\x8e*\xcd\x98j\x84\x1f\xa9()\x97\xf4\xddH.\xb3\x83\xa5\xa9\x04\x85\xce\x1f\xfd\xbc4\xc0\xc0\x17\x92\xa7\xa5Z\x81Y9<,\xb3\x8c\x97\xdb\x7f4\xda[@\xa7\xab}\x11\x1e\x7fw 7\x17rK3}\xf4\x8bk|y*\x86\xfco\xcctP\xf1Ys\x052\xb9\x1f\xa7\x99}\tp\x81\x83\xdc\xb1u\xc4:\x9f\xfc~\x12\xc9\xd0\xcd?\xb2\xe3\rN\xe6\x0e\x9b\x17\xea\x93\xf1Y/\x9cF\xf9\xc5\x86\xf2\xe7\xa5\x9fQ\xf749\x01\x8bi:\xad\xd9\x1f\x8f\xac(\x91\xd0\xe0rg\x8b\xf3\xbf0\xdf\xa6T\xa4\xe8 x\x7f\xfbwA\xac1ZPC\xc8Q\xf9\xd3\x87\x8e\xb5#,#\x06\xceUu\x08\x1b\x17\xd7\x86\xcf\xe4\x08=\xd1$\xc1\x842ID\xac{Ml\xba\x03\x92\x1d\xfd\xe2B\x06\xac\xd5\xc5\x94\xbd\x01b0\x02\x05XjI\xb0Z\xb8\xe2%\xaa\xb4\xca\xf8\x86\xfa\x9e\xbf\x8f\x99\xa1*O8+\xc6\xbfca\x18I\xae\x7f<\x8cO\xbe\x04\xec1\x97=\x03\xbbu\xed\x13\xc9\x87\r\xae:h\x80\x88\xccX\x13\xc8\xd0\xca\xaaF\xba8\xcf;\xa0\x07\x19\xca\xf2\xf7\xb6\x16\x9b\xd0\r\'\x9c\xf8\xa3\xe0\xca\x1fP\x10\xe2\xa2.D\xe3\x95\x1crd\x14b\x13\xb2`3\xe1\xa60\x03!\xb2\x9b\xad\x10j\xfai\xc1\xdb\xc6\xec\x88\x92\xf7\x00\x1e\xce\x86\xcf\x97CP\xa1\xe3\xa6X&dU7\xc1\xe0\xffG9\xe1\\\xd1\x04\xac\x99\x80\xc54H*%\xb9""\x0e\x05\x93D\nO\x8f\xa5-\x80\xe2r.]\x8d\x89\xdd{;\xd4\xdd\xc9,jo\xe3]\xb7\x1b%E\x86\x80\xf7\t\x896\x81v4\x9c{\xc5\xc4\x8e\x07?A\xec+\xdbvW\x16\x08ZF\xc1-\x06\xdb!\xa2\x8a\x1e\xd0\x93<_h\x81\xec\x80\x96d9@^t\x04\\\xc5\xc8\xe6\xe3S\x84\xb5\xaa\xfa\x88\x06\x024o\x80\xf93_ \xf4\xc4p\xd2c\xa1\xb0\xed%\xc1\x8f\x1b\x15\xba6\xf35\xe9\xcf2\xcaAXC+ftS$\x1e*\xa7X\x164\x98\xb0O\xb0\xcdy\x89\xf5&\xc4\xa0\x0f\xcbB\xc4\x8f\xc6\x8e\xe0\xc0I?\xaf+5\xed\x8d\x0f\xf3n\xaf}\xb3\xd8Q3\xaf\xb5\x99\x92g:2b),\xe1-w\x87\xcb3s\xaft\x03\xc8\x06\xe3\x10Iolx\r\xf6\xaeM\x91\xf1\xe4\xc00\x94\xa2\xc9\xfaq\x1f/!\xcd\xe0\xd7\xf3\xf40\x9bHq\xf4N\x0b\x12\xbcz\xf0U&\x87\xa4\xc9\xf2\xe4# \xf7tk\xc8\x8cO\xecMU\xbft\x07\xae\x14_=zag\xae\xa6\xdf\xf1\xb1\xf03\n\xb1\xae90\x0e\x18\xee\xdb\xfa\xaa\xaeEu\x81\x18[Ecfjr\xc8\xe0\xce\xf1\xc83+\xf3}\xa22\xce\x17\x03\x03@\x11\xa0\xb0O\xec\x95<3\xef\xe1\xcb\x05=K\xd2>\x11Ve\x1e\x05\x8ep\xfc\x83\'%\xf0\x88\xc7\xfa\xfe\xa5`\x0e\xab,@\xf6#\x8f\xae\xad\x0f\xcbq\xa4\x1d\xbf\x04\x91\xc5\x0b&_\xc1\xbdp\x819\x92q\rs\xfeb\x00\xd0A\x1fyd\x0e\x04\xad\xfb.v\xbb\xa0y\x90Z\xce\xef\xfd\xe8S\x8aK\xd1I\xf7#\xb3\xe0*\x88\xd9_Tr\x8dViQ\xf0\xd7g\xef\x98?\xf7\xe8\xf4\xb3\r\x98W+\xaeV^/6&\xfc\xffUl\xa4\x9b\xeb\xb6mA\xc0\xc3\xbf\xb6\xf9\xc6\x11\xa0\xd1\x92\x87zj\x1bX\x91\tj\xcf\x9b-3\x07\xa4<\xfc\xadu\x8dD\xb0N\x81G\x06\xccW\xb8\xf3V4B\xf7\xe3\x86\xae\x8f\x81R\xf4p\xc3\xf0\xed\xa027/\xff,F\x00\x81lAEI-1\x13\xa4\xc1\x86\xccL\xd3\xf7\xfe\xb3\xeb\xc3\x93\xf9\xac\xbb\xb1\x95\x16*\x00\\\x0fd\x1b\xeb\xb7\x1c\x9b@\xb6\x91z\x13lu\x0c\x9f\xfa\x0b_s\xc4\xf5V\xa12\xd7\xb9\xa9\xd1\xb4\x99\x9a1\x8b\x86i\xe8f\xb2\x048\\|\xa6\xb9\x01\xfb\x84!\xc9\xe7\xe6\x12\xba\xaba\xca\x13\x1e7\xe6\x9cZ\xd4H\xbcSb\xea\xd5>\x04\xca\xba\xe9\n.\xb0\x9fp\x99@K\xba:\xec\xb2\xb2\x93\x14}3\xfb@\x05\xa4\x10\xe2\x08\xf1{\xf34\x99zU\xc6[\xfd\x9bmR\xf0\x9d\xa2e\xfe\x02N\xbd\xcb\x93\'Z8g\xd5VmV\xe7*v-\xde\xd2\xa7\x1e*\xf1G\xd7\xc32\xbe\x0e\x8f\xbaOtQ\x91\xd0\xb6 \xe6\xb9\x14Tr\xc8_\xab\xc8\xf8\x13\x11\x1e\xcd{\xf4Gd$f\x1a\xda\x10$Q9\x98-\x135\t\xa0\xec\xa4\xd7\x04\xeb\xacv\x16\x82\xf4\x80\xaf\x8f\xf4\x93\xfb;\xc5\xd0\x8f\xa7\xe5\xa3\xa4\x88\x80\x0f\xb2\x08\x10\x9330Y\x8b\xef4\xe8Q\x1cV\x0f\xe2D\x0c\x1a\xa7\x9c\x05S\xb6G.\x16\x83\x1dw\x9f\xf2\xfb]\x97\x02\xbe\xd0\xaaX<S\x160r\xce\x8e\xd0\xf6\xb5\xfe\x9f@\xe2\xa0\xbf\xf9\x06e\xb9\x95\xb6\x977\xfb?\xe2t\xa6\xde\xee\xa21\xf6\xe2\xf0\xc7\x9d\x84\x9f\xb0K\xbd\xd0\xb6\x12\xc0\xfd\xc8E=\x81R\x8fe\xc4\xb5\xa5\x92\xe9d\x06[\'l\x1el\xf0\xc7+\xd0\x05!\xbd\xb4\n\xda\xa5\xba\x10a\x83\xd88q\x81\x91\xe7\x9bn\x8f\x9c\xb6\x89\x17=\xed!\xceQFB\xb8M\xa9\x8f\xb4\xea$\xc5\x82\x94#m\xc5\xb7\x12\xb6x\xaa\xe6\xba<\tPRkP\x8b&\xf8xo\x01\xfd\xc4\x8f\x15\xe3K\xf5\xce\xe0Ho\xe1\xccXC\xab\x99j2o_\xfa\x9d;fl\xcam{{\xaa\xc2yP\xaaa8x\x92\x1e\x7f\x06)\x94\xe2\x00\xe5\xf0y\xe4\xdf\x0c\xce\x12\x1d\x8a$0\x88\xbb][j\x0b\xd1\xde\x8af1\xc7`\xfd\x18\xa4~\xf2\xca\xb0\xd2\xc4\xae\x05\xfcM\x03,\x03\x92T\xe3\xa6tqI\xc3\x9aK\xbb#\x8fH=\xd0\x8b\xa2fR\xd1\xf8\xaf\x8d\xc0\xf3x\x06\x1f\xa3+\x87z\r2;\xe4\x92\xc5d\xc0&\xd7\xea\x88~\xf7I\xd0\xbb\xa4#33JP\xa0\x8b\xf7JI\x00\xeb\xc8\x88\xfb\xfcN#\xfd\x82/R\xee\x92x\xddx\x05\x13[<bT\xde1-\xb1\xd7\xd5\xca\xbf\xc7\xfe\xad\xd5\x00\x90\x96\x17\xd0\x8b\xee\x9ep\xe4\x1b\x0f\xed_xs)\xe5\x98J\xa8\x83\x8be\x8chFT:\xb5\x0c\x97\x9b\x11\t\xcal%\x90&A\xd0\xc3\xf2\xf6\x1f\x07\xabJ\xc8\xd0\r\xb5\x86""_C\x9d+\xc4\xf5\xd1\xe0?\xa9|r\x02\x84g\x8b\xe5Yp \x8d\xa9\x14h\xda,u\xa3k\x87\xdb\xef\xc8*\xd7\n\x81\xa4Un[\x05\xa9\x93\xee~&\x147\xd4a\x9c\xef\x05\xe4\x05\xad\xb95)n\xaf\xfc\xec%{\xd5u\x05\xdeA\xe4\xe0\x01\xe9\x81\x9d\x08\xf7I1\xf5\x8f\x10z\x9e\xc8\\\x10fG\xf3\x8cb+\x1d\x0b\xf8[\x17\xdfT\xe0\xb5\x8a\x19\xc5\x82I{.%\xf7\xfd\x06\xbf\xfb\x89Y\x180\xc80&\x8e\x90\xf4\xbf\x18=3\xbf\xfb\x0e\x19\xb9\xf0s\x842(PM\xe2Og\x8b+\xb3&_\xbc*a%\xc3\xf8x\xef\x12?\x8e\xfe\xbc\xec\xb3\xd5\xc8Pg\x9a\xee\xfdcF\x13\xb0\xba\x8c\xa9l\x95\xbb\x8fP\xbd7\x93W\x7f\xf7P4>\x11\xac\x91S3w\x1f~)]\xdfI\x8a1\xaa\x95\xc2\x97\xd5\xb4\x10\xb1J\xe0W\xde\'y\r\xa6\xba\xfa-\x13%[\x10\x02^RAy\xbdF\xad[q\x97\x19\x1cH\xe3$@\x18\xe7\xb7\x15\xe0\xca\x14\xb7\x97\xcb\xf0\x9b\xb5t\xfa\xdd\xca\x1b}\x8dXZ\x95\xcd0w\t\xe6\xda\xddx`;&A\xbe\xcc1n\xe35\xd7""\xe3\x80\xb9\x1d\x1f\xc5l0K\x95\x0fD\xa8e\xa2\x00\xe7\xf93T\xe0\xfd\x93W\x15M\xea\x0e\'\x0f\x9f""`h\xd9\t\x03*s\x822D\x1d\x82AH\'\xad\xca\x1a\xe5\xb1d@\xf3nq\x1c\xd1#\xbe\xed\x1c\xd4\x9ak\xf5\x12\xa8C\xb7\xddw\xfe\x93VC\xa5\x9f\x7f\xc2\xd8\xdfv\xde\xd7)\xec\x904\xdc{E\x0b\x8fE\xc8\xb3\xda>Q\xc4a\xaf\xc0\xf13\xb9\xebQ\xe9T^Z\x06v\x94\xc5\xd8o\x15\xb0H\xc3ph\xa9g\x15\x81O\x19\x0f\xd91\xdc\xc8\x9a\x93\x05\xb0>UY\xe7X\x10\xbb\xa3\xb5\xe7S\xad\xb6m{x\r\x86\xcd\xef}\xd7\x80 xs\x0e\xcau\xd1\xcf?\x95\xb7\xe6T*\xd8 @\x90\xc0![(\xf9\x0cX\xdd$E*J\xc2(J\xb2\x90y\x88>\xb98\xc3\x07\x98Y\x14\x1cqY\x9f\xe7\xbe\xca\xb6\x12\xb8\x02\x87\xa2\xd62\x06;\x8d\xb2]\x06%9\xa6\x16\xa7\xceo\xf3\x1b\xda\xb8<\x17\xeb\x9d\xb7\xcb{\xcb\xbe\x1f\xfdV)""\x86\x11\xd7\x9cye\x82\x02\xeac\xc2\xf751\xa0E\x8b\xb5u\xf1KO\xeeJ\xd9\xa0\n6i$\x14\x84\xce\x0c\x88\x80\xc6-hi\xba\xfb\n\xd9\xefi\x134\x94X\xc0w,F\xb1\x14\xce\x14\xe7\xf3\xf3X<\xd3\xb9\x8e^\xb6\xea\x17\xa3\xf4\xb5gV\x05\x17\x12\xf64\xf2\'\x1d$>\xf9o~\xd5\xab\x98q\x14\xf9\x8b\x0f\xefJ\rYL\x99\x06\xa0h\xbb\xc3\xe9L0LCu\x16\xd1\x8e\xf6g\x7f|*\x9b\xe4`F\xd4\xe0V\xc1\x9e\xa8\xaf<\xedK""\xfb\x0b\xc6M\xd0\x7f\xbf7\xcb4\xbd\xd4\xc9B\xdc\xacN\xdb\xfa\xd0\x88E\xed\xa0\x00F\xcf\x87\xbf& \xb1\xb5\xb0\xc6h@c\x1b\x06\tb\x14\xed\x84l\x94\x0fq\xe47\xc1\xc2\xf33k]Aq\xde\x9e3_\x0e\xe2}\xb3\x97\x9c\xf7E\xcd}\xd7\x03\xc1\x13C\x1c\x9e4\x05\xf9\x1f(\x95\xa6\x91f\x1f\xa4\x91\xc3\xa8\xca+\xe6s\xc9\xa5\x9cN\xdf\xab{Z\xf9\x83\x00\xdc\x91\x88,\x9d\x859[\x9b\xbc5b\xef\xf2\x7f\xe8X\xac\xdf\xbf\x88\x08s}\x80E\xfb\xb5B\xde\x84\xd6\xba}\xef\xc2>ni?\xc4\x0b\x0b&B\xca?\xca\x89\x11Q \xb5\xf5\x99\xa5\xa5\xf9\x0b\x15\x1dy)\xb4\x86\xfe\xca\x9a\xf4g\xb5\x00jg\xf52\x18\xda\xd9\x86N\xae\x83\xaa\xcd\x0c\x80\x0e8\x06t\x9f=:\x0e\xa7UG\x98\xfc\x1b\xad\x95\xb8\xec$\x91\xa7($\x99m\xc5s\xc8]\x0eo\x81`\x0f-\xcan\xb2k\x15rk\x7f\x1d@\xc1\x82t\xe7\xf3\xba\xd3\x11)\xe7,d.\xfdw\xc3\xac\x1d\xaa\t\xad\xc7""w\nsZ\x96S\xa1}\xaa\x0bj\xa7s\x12?\xd5\x97\t\x0e\xfa\xe1\x82NL\xbc)\xa2\x0b$(<\x18|\x1av\x12\xb0\x1b\xc5\x95\xea\x1b\xdc8\n\x1a;\xd0?5\x10]a@\xd7a\xb0\xd3\xe6TX\xb0\x80\xbb\x08&L\xae\xd0\xf0\x13\x11\x12g8\x81j\x845\xdf-\xbe\x88\x0b\x11#\xe65\xd0\x1co\xa5\'\xa8X\x87Xm9\x1f9\x8bRB.~\\\xa9\x1d\xcf\xe1\x1a\xe1\xcb\x18\xb8\x04x\xffw\xcd\xb2\x93|6\xaa\xb0\x9b\x01\xea\x08\x13\xea9\xfa\x8f\x941\x1c\n\x92!{}\x98\xc8\xcd\xd0\x08\xb1\x15\x1d\xa0\xa3\x03\x857\xc5\x9f\x9a\xdf\xd0\xe5\x9e\x88\xba\x14\x9bR\x17Pi\x8e\xe0g \x85\xd6\xcdte\x9c\x11\xec4x!\x0fw\x85\x1d\xc9\xf7GR\x1a\x9c\x8a5cXT+\x07<\x0b\xd1\xf7)\x91\xb1\\\xb1\xcbl\x8f\x934$\xcf\xf5\x80\xe6!H\xd8\xe8\xa0\x94\xbe\xf2\xc7\n\xd0\x8d\x9d7{\xddp\x0b\x1c\xe0\x94O\xbd1\x1a\xa4r\xbb\xc7&\xc0/\xe5\xad\xa2\xadL\x04\xc2\x90\xbe\xbe\xd1\\\xdc\xd3b\x05\xf2K\xebQ\xb2\x9aO\xa0A$\x9fo\x96\xb6cWJ\x1efx?D{\xcd\xee\x9c\x0bO5\xcb\xefQ=\x12\x13Kg\xe7N\xca\x91\x88\x02f\xaf\xb7@\xfa\x85qI\xba\xe29\xf7\x81a]9\xc4\x16\xdd\x9a\xed\x90\xde\xd7A`\xff \xfa@\xc7\xb5\xe7#L\xe54\xf7\xed\xdf\x07\x1f\x98\xd6?\xe9:\x13\xa8\xbbe\x1dr\xfe2\xe6\x12\x0c""-\xbe>v\x8aP\x9e\xbc\x96\xf7d\x88\x92]\xcfT9\xa8\xb6t\xac\x81\x9a\x17\x05\x84\x05\x93\\A\xdc\xd1s-B\xa1)\xf7\xa8\xd2\x99\xa4\xefh\xf7\xbb\xf5\xa1h4\xab\xd9\xa0\xf3Z\x1ac\x95\xdb4\xaa]r^\xeb\x08\x12\xc9GJF\x18vSV\x0b.\xc04/\x98\xcf\xf62\xcc\xed\xa4\xf6\xb6\x9b\x91\xb5v>\xfd\x860=\xea\xee@[\xef\x9f\xab/\\\xcaf\xbaz\x1b\xe3\xbcu\xd4\xe5p\xaa=gj\xab7\xff\xc4\xe9#\x08i\x88\x0c5F""\x84\x98\xed\xdb\x1dm\nH|\xbd\x11\xbf\xe0f\x84\x1e#\x10\x0e\xa4\x9d\xb0\n\xcei\xddp\xff-\xc1\xeei; \x05\xbc\x86\xae\x1d\x19n-\x9d?\xb7\x19\xe1\xa4\xf7D\x95\xcb\xd9i0j\x13>\xbe\x174\xe0M\xcf\x02\xf4\xb2\x1dM\xcc:\n\xfd!\xbaY\xdaL\xff\xf9\'\xdc\xf8\xce\xd5\x96\xa8\xca\x08\xa6\x14\x89\xd0\x8f\xe9\xde\xea\xfe\xd9\x11c\x9b\xd0\xb8\xe2kOP\xdc\xe0]\x8d""(w\x90\xe1\x95\x07\xcd2..\xea\xda\xdbL\x1b\x11*^\x08}\x9f\xedD\xf1\xdb\xac\x8f\xb2|Os\xe1\xbb\xc3\xeb4\xb3\xdc\xa0\xe7\xea\xc9\x9c\xf8\x10\x9b-\x8e\xe3\n\xeak\nu\xdc\xff\xbf\xa1\xd7\xf0\xa9\x8d\x00\xc2`\xff~;8u\xde\xba\xbc\x02\r\xe6r\x15\x99M\x99\xe9$c\xd0\xed\xcb\xe3\xd2\xa0\xcb\x9b\xea\xff\x97s\xe4\xe6n\xefZ}b\x8d\x03\xe0FA~\rF\xf1\x85\xf8\xcc\xcfsHd|\x82\xd2\x9b\xc3\x19\xe4\xf1\xc9\xc9\xd3\x99\x13\x1c\x1a\x1f\x1e-\xd9\xf1\xcfWm\x99\xea\xa44\x05H*`\xc0v\xd9C\xe4#""|Y\\\x89\xbe\xb8qJ\xb0\xf8\xe6r\xc3\x9e;\xe8max\x9b\xb6\xb4\'R\xe6\x107U\xe8\xfd7\xe6\xcd\x02\x82\x18t)-ys\x84\xf9\xb6\x01 \x16q\x98u\x94\xcb\xac,\x17\xe7\x99\x98\x80#\xc6\x00]\xbc\xfc\xeb\x8d\xac-\xa2\x82\xe46\xb0\x0eI\xc3\x9eD5\x93;\x02\xeaP\x1e\x11\x1b\x11\x84\xc2bB\x92\x96`xE\xeb\x81\xac\x91\xef\x197\xaaa+2\xda\x18\xce\xe7\xb3\xef\xd7\xd1\x91\xe0\xad\x12\x1d]1\x86\x14\xa3\x0fw\x8e\xd8\xbe=\x00\x04PCD;\xfa\xa0,\xf1\xf4\xde\xa4\x19\xdb\xca@l\x897^\x12w\x85\x08\x1eY\x0e\x0b\xb6m\xba\xbfG\x84\xa8\xb0\xe2g\xf7\x8e\n\xdf\xc7\xf8\\Q\x88O\x8e\xeb\x13\xa1`O\x01\x05J\x97\x95\x81c\t\xe0=\nm=\x1d\xed\xb1\x1c\x10\xc3\x19\xa7n\xd2\xd6\xcb\x0e\x9e,\xa8\x90<\x81a\xba\xcc\x10\x01\xc0\x82sT\x81\x80\xbd\xc4K\xe6\x1az.\r\xba\xd6\xe6m5\xf00\xdd\x96w\xb3\xc7\x01a\xef\x1a\xe5\xbaA\x07\x7f\xf4V\xc6\xef7\xd1\xee\xee\xa8o\xe3\xc3c\xdc\xaam\x81+\x1d\xc8\xe7\xf2\xaf\xaf\xf2E\x8a\x15\xbe\xacE$i\xb4\x80p/q\xf41\xca\x82\xe5\xcb\x83\xea\xe8_&\t\xdc\x1b\xf39\xa1\r\x04\xf1\xe8\x80\xc5qG\x07\x97\xdd\xabL\xb0s7e)e@\xe4\xb0\xd5\xfd?\xf9XVu\xb3K\x07\xf2\x08\xa3F\x8bxX\xbdF\xc6\x15\x05\xf29l\xc6{y\xe3lE\x1a\xc8v\x1c\x8e\xadF\x80\xb7\x99\x081\xe6\x18\x95A\x80\xe1\xe7\x0b\xa9IB$\xdf\xb8|\xe4\xcc\xf7\xe5\xb8\x00>X\'\x8f \x98\x84\xf2\xf5\xb6d\xd3\xc3%\x8c\x12\xbfY\xe3\xc7\xa6\xdc\x133\xda\x86\x18\xb8qSR\xb5\xbc>\xbe\x8b\xd9\xdb\x14\x10X%\xd2c\xcf\x00q\xd3\x91\xf1`\xc7\xdd. \x11-\x84\x8b\x80\r\xc7\x98\x13\xc8\x99\x00\xed\xe8\\\xc2\xf0\xb3\x1f\x88o\x86\xab[\x9a\xda\xbc\xa5\x1e\xb6\xae\x9c\xaf;\xef\xec\x1f<Ty+\x95I\xae-\xcc\xc1\xd3sJ\x0f\xcd\x03\xa1\x9f\xe4[\xff\x8d\x1e\xc0\x01\xec\t\xda\xb6^hH\x83\x0cN\xb3\xe70K\x90w\x80]6\x1c""\xa0\xf2Q\xba\x12\x1cO\xd4\xbd\xbb\xe2l\xef5\xb1\xeakI\xf6\xe86\t\x8e\x96\xea\xd7Z\xa0\xbb'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,23.33.245.71,6, , , 
,,6,43512,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,23.33.245.71,10.0.2.4,6, , , 
